cities,areas,rooms
city-5,area-4,"{'name': 'xvyhtlzc', 'phone': '6310324500', 'price': 2500}"
city-5,area-4,"{'name': 'onyzffmsw', 'phone': '2566794583', 'price': 1000}"
city-5,area-4,"{'name': 'moyfqrqnok', 'phone': '8863205768', 'price': 1000}"
city-5,area-4,"{'name': 'vnutpitxfj', 'phone': '9993928393', 'price': 1500}"
city-5,area-5,"{'name': 'zenkwkbxyppnk', 'phone': '1213992206', 'price': 1500}"
city-5,area-5,"{'name': 'tifvsnqj', 'phone': '4465778218', 'price': 2000}"
city-5,area-5,"{'name': 'vbupuwat', 'phone': '3699346826', 'price': 1000}"
city-5,area-6,"{'name': 'kdlabmadmr', 'phone': '4755321864', 'price': 1000}"
city-5,area-6,"{'name': 'fozyqxzqvt', 'phone': '9563431459', 'price': 2500}"
city-5,area-6,"{'name': 'zwhuajztjh', 'phone': '8737169270', 'price': 2000}"
city-5,area-6,"{'name': 'fsnzjskwr', 'phone': '2064132681', 'price': 2000}"
city-5,area-6,"{'name': 'jqydcbx', 'phone': '9788658350', 'price': 2000}"
city-5,area-7,"{'name': 'zxzjiiesrl', 'phone': '5791309043', 'price': 2000}"
city-5,area-7,"{'name': 'aaohptcmq', 'phone': '4976832762', 'price': 1500}"
city-5,area-7,"{'name': 'wrbzidfolzed', 'phone': '9373398396', 'price': 1000}"
city-5,area-8,"{'name': 'ylxxdcrtp', 'phone': '8844651833', 'price': 2000}"
city-5,area-8,"{'name': 'ncambib', 'phone': '4244738144', 'price': 1500}"
city-5,area-8,"{'name': 'kwhwhwutwloiyn', 'phone': '4686724329', 'price': 2500}"
city-5,area-9,"{'name': 'xosuvgubdpqrb', 'phone': '4600348928', 'price': 2500}"
city-5,area-9,"{'name': 'vdbnffd', 'phone': '8465829901', 'price': 2500}"
city-5,area-9,"{'name': 'lmabfbjwhjqh', 'phone': '2720936867', 'price': 2500}"
city-6,area-0,"{'name': 'dgziwcjdf', 'phone': '9292598159', 'price': 1500}"
city-6,area-0,"{'name': 'ovbjbdsbpb', 'phone': '6049501927', 'price': 2000}"
city-6,area-0,"{'name': 'zpexxfrun', 'phone': '1250982837', 'price': 2500}"
city-6,area-0,"{'name': 'ldarpupqbvr', 'phone': '3844918738', 'price': 1500}"
city-6,area-0,"{'name': 'gybjlvz', 'phone': '7632955449', 'price': 1000}"
city-6,area-0,"{'name': 'xctelwbht', 'phone': '9642751502', 'price': 2500}"
city-6,area-0,"{'name': 'dbbnwpacvx', 'phone': '7021898498', 'price': 2500}"
city-6,area-1,"{'name': 'cdlarmwvwhtx', 'phone': '9574834003', 'price': 2000}"
city-6,area-2,"{'name': 'wwrogdov', 'phone': '4273349783', 'price': 2000}"
city-6,area-3,"{'name': 'tikteedsnr', 'phone': '4593215751', 'price': 1000}"
city-6,area-4,"{'name': 'ezcprxw', 'phone': '3082245571', 'price': 1500}"
city-6,area-4,"{'name': 'syrnvpuq', 'phone': '5342450916', 'price': 1000}"
city-6,area-4,"{'name': 'xjynjgtegtz', 'phone': '5065990706', 'price': 1000}"
city-6,area-4,"{'name': 'gjuxlcehii', 'phone': '8332543950', 'price': 1500}"
city-6,area-5,"{'name': 'alslkqgkq', 'phone': '5973542218', 'price': 1500}"
city-6,area-5,"{'name': 'vdzsqcgvrfh', 'phone': '4436406979', 'price': 1000}"
city-6,area-5,"{'name': 'kwrbkmjmvzpxi', 'phone': '1338712110', 'price': 1500}"
city-6,area-5,"{'name': 'fxkujnag', 'phone': '6539965556', 'price': 1500}"
city-6,area-5,"{'name': 'icdhtwhh', 'phone': '4704492443', 'price': 2500}"
city-6,area-5,"{'name': 'yhxhjwnplykfsl', 'phone': '4151847540', 'price': 2000}"
city-6,area-5,"{'name': 'oimbkpgt', 'phone': '1045423645', 'price': 1500}"
city-6,area-6,"{'name': 'narcpytx', 'phone': '2280077083', 'price': 1000}"
city-6,area-7,"{'name': 'bcoxeqysav', 'phone': '2989857019', 'price': 2500}"
city-6,area-8,"{'name': 'sqbfpsmhrxcrr', 'phone': '5591904040', 'price': 2000}"
city-6,area-8,"{'name': 'ugbyaxbmdz', 'phone': '7528242159', 'price': 1000}"
city-6,area-8,"{'name': 'tvtgjro', 'phone': '3501290362', 'price': 1000}"
city-6,area-8,"{'name': 'jqwgqun', 'phone': '1461674654', 'price': 1000}"
city-6,area-8,"{'name': 'zhcryis', 'phone': '5441344794', 'price': 2500}"
city-6,area-8,"{'name': 'txuzgwvavsz', 'phone': '7256361026', 'price': 1000}"
city-6,area-8,"{'name': 'xetdpeialhtxd', 'phone': '5317430025', 'price': 2000}"
city-6,area-8,"{'name': 'jzdjexjqymsg', 'phone': '6204953342', 'price': 2500}"
city-6,area-8,"{'name': 'zctdrkenaglaqz', 'phone': '6206666443', 'price': 2000}"
city-6,area-8,"{'name': 'siriwiuzyfpqpe', 'phone': '1373153458', 'price': 2500}"
city-6,area-9,"{'name': 'pjnvfoeqtyrmx', 'phone': '9601655083', 'price': 1000}"
city-6,area-9,"{'name': 'pvhgnrbnwchzhc', 'phone': '9379298586', 'price': 2500}"
city-7,area-0,"{'name': 'dwgisndellx', 'phone': '5501198659', 'price': 2500}"
city-7,area-0,"{'name': 'xvqdgzv', 'phone': '7163163524', 'price': 2500}"
city-7,area-1,"{'name': 'rhaevyeyjgecjj', 'phone': '2315184424', 'price': 2500}"
city-7,area-1,"{'name': 'cmbctrksnkwwai', 'phone': '7073686241', 'price': 2500}"
city-7,area-1,"{'name': 'lpkhzgrbz', 'phone': '8935264753', 'price': 1000}"
city-7,area-1,"{'name': 'ogqlzcbrmsujow', 'phone': '6625602737', 'price': 1000}"
city-7,area-1,"{'name': 'wtiysvkm', 'phone': '3781035785', 'price': 1500}"
city-7,area-1,"{'name': 'rqkkvxoxhklvc', 'phone': '4956242306', 'price': 2500}"
city-7,area-1,"{'name': 'iyoulopodlnep', 'phone': '3946028907', 'price': 2500}"
city-7,area-1,"{'name': 'tpgyccrlnu', 'phone': '6746438297', 'price': 1000}"
city-7,area-1,"{'name': 'cbnzkub', 'phone': '1550277227', 'price': 2000}"
city-7,area-1,"{'name': 'chwsfxaqvtl', 'phone': '7091602642', 'price': 2000}"
city-7,area-2,"{'name': 'qvhbvyb', 'phone': '5943285446', 'price': 1500}"
city-7,area-2,"{'name': 'dnppkmosmfce', 'phone': '5393167165', 'price': 1000}"
city-7,area-2,"{'name': 'axhdhqjugqp', 'phone': '9309656342', 'price': 2500}"
city-7,area-2,"{'name': 'qlyntdkxmn', 'phone': '3766746013', 'price': 1500}"
city-7,area-2,"{'name': 'wfrjjydrg', 'phone': '9728845089', 'price': 2500}"
city-7,area-2,"{'name': 'dcuiakmxuaiuyc', 'phone': '8252201930', 'price': 2000}"
city-7,area-3,"{'name': 'crgyroa', 'phone': '3096056594', 'price': 2000}"
city-7,area-3,"{'name': 'mdqjjifdvvoo', 'phone': '2034397557', 'price': 1500}"
city-7,area-3,"{'name': 'jhfnmxgvsl', 'phone': '6194043902', 'price': 1500}"
city-7,area-3,"{'name': 'wesxjhgqu', 'phone': '9295473892', 'price': 1500}"
city-7,area-3,"{'name': 'ybryvqmlnkn', 'phone': '1155348623', 'price': 2500}"
city-7,area-4,"{'name': 'cwfwkgghsc', 'phone': '6133880240', 'price': 1500}"
city-7,area-4,"{'name': 'rbtcxmfvticsm', 'phone': '6829565496', 'price': 2000}"
city-7,area-4,"{'name': 'mwrewvufaddefq', 'phone': '8472709632', 'price': 1000}"
city-7,area-4,"{'name': 'lqipllrrvtq', 'phone': '9113279295', 'price': 1000}"
city-7,area-4,"{'name': 'rdevtgmxk', 'phone': '1605987895', 'price': 1500}"
city-7,area-5,"{'name': 'csidvlrl', 'phone': '6387227500', 'price': 1500}"
city-7,area-5,"{'name': 'mkegdekn', 'phone': '3944239612', 'price': 2500}"
city-7,area-5,"{'name': 'eolllmchyqbbp', 'phone': '6780969993', 'price': 1500}"
city-7,area-5,"{'name': 'angcvybcz', 'phone': '8850974103', 'price': 2000}"
city-7,area-5,"{'name': 'llgkuomj', 'phone': '4489579295', 'price': 2500}"
city-7,area-5,"{'name': 'ccyqvzwh', 'phone': '4914078363', 'price': 2000}"
city-7,area-5,"{'name': 'kofhkyi', 'phone': '6526606117', 'price': 1000}"
city-7,area-6,"{'name': 'wcqjojpfrbwn', 'phone': '1714167545', 'price': 2500}"
city-7,area-6,"{'name': 'lbvjjawf', 'phone': '5121884618', 'price': 2000}"
city-7,area-6,"{'name': 'afcocxv', 'phone': '4294004756', 'price': 2500}"
city-7,area-6,"{'name': 'dqspnsxfdpunp', 'phone': '3127396322', 'price': 1000}"
city-7,area-6,"{'name': 'yzmhpdku', 'phone': '4401958334', 'price': 2000}"
city-7,area-6,"{'name': 'baokckrzwzedzr', 'phone': '4801132906', 'price': 1500}"
city-7,area-7,"{'name': 'qnnsixbsgek', 'phone': '5513612729', 'price': 1000}"
city-7,area-7,"{'name': 'ffjhikp', 'phone': '9356298025', 'price': 2000}"
city-7,area-7,"{'name': 'qicpabg', 'phone': '3201071002', 'price': 1000}"
city-7,area-7,"{'name': 'znvrjrpovfvumm', 'phone': '2208823999', 'price': 2000}"
city-7,area-7,"{'name': 'epfqtuwolfev', 'phone': '6999475792', 'price': 2000}"
city-7,area-7,"{'name': 'wtgwoag', 'phone': '2151421378', 'price': 1500}"
city-7,area-8,"{'name': 'qfduxvlyxcbu', 'phone': '1256348173', 'price': 2000}"
city-7,area-8,"{'name': 'aoxsswsywfhsqm', 'phone': '7999381482', 'price': 2000}"
city-7,area-8,"{'name': 'uumveohz', 'phone': '8958667213', 'price': 1000}"
city-7,area-9,"{'name': 'qipqhljstwaxih', 'phone': '4635004515', 'price': 2000}"
city-7,area-9,"{'name': 'bvvczqfpne', 'phone': '4644748016', 'price': 1500}"
city-7,area-9,"{'name': 'sqmhyxzrbqoqhy', 'phone': '8246787044', 'price': 2000}"
city-7,area-9,"{'name': 'huzhjuprhiq', 'phone': '7921402526', 'price': 1000}"
city-7,area-9,"{'name': 'xinlozwm', 'phone': '8592140824', 'price': 2000}"
city-8,area-0,"{'name': 'iveownbizq', 'phone': '5551595458', 'price': 2500}"
city-8,area-0,"{'name': 'joniarhwmazege', 'phone': '7041484370', 'price': 2000}"
city-8,area-0,"{'name': 'xhvewefiq', 'phone': '1996063859', 'price': 1500}"
city-8,area-0,"{'name': 'hnmhbkekwco', 'phone': '5166443093', 'price': 2000}"
city-8,area-0,"{'name': 'hqrfqxk', 'phone': '6588097457', 'price': 1000}"
city-8,area-0,"{'name': 'wcqvlpduvywz', 'phone': '5388622487', 'price': 2000}"
city-8,area-0,"{'name': 'evwolfkq', 'phone': '7992195660', 'price': 2500}"
city-8,area-1,"{'name': 'gwoelnibuwjo', 'phone': '7842319932', 'price': 2500}"
city-8,area-1,"{'name': 'vcgxtixofqwepu', 'phone': '5166011658', 'price': 1500}"
city-8,area-1,"{'name': 'yjymbcsba', 'phone': '1594038265', 'price': 2500}"
city-8,area-1,"{'name': 'fzgcfqjxby', 'phone': '9464840148', 'price': 1500}"
city-8,area-2,"{'name': 'pencfdrboya', 'phone': '9244271504', 'price': 1500}"
city-8,area-2,"{'name': 'epihvlpskcbu', 'phone': '9350591717', 'price': 2000}"
city-8,area-2,"{'name': 'uzhfiuafo', 'phone': '4532058537', 'price': 2500}"
city-8,area-2,"{'name': 'icewhjud', 'phone': '6762341751', 'price': 1000}"
city-8,area-2,"{'name': 'gxxytfrmnvmmwf', 'phone': '3975833132', 'price': 1500}"
city-8,area-2,"{'name': 'vxdsepkmqmzgu', 'phone': '7752530532', 'price': 1500}"
city-8,area-2,"{'name': 'avglfpddwzds', 'phone': '5110030615', 'price': 2500}"
city-8,area-2,"{'name': 'drvldpbskocj', 'phone': '7574719129', 'price': 2000}"
city-8,area-3,"{'name': 'uhazwaekdfnh', 'phone': '9449516063', 'price': 2000}"
city-8,area-4,"{'name': 'guxrrojli', 'phone': '5845070990', 'price': 2500}"
city-8,area-4,"{'name': 'unusqkrj', 'phone': '8103149465', 'price': 1000}"
city-8,area-4,"{'name': 'flyxkoxkwy', 'phone': '3673309799', 'price': 1500}"
city-8,area-4,"{'name': 'tkhqmsigshcx', 'phone': '6290230518', 'price': 1500}"
city-8,area-4,"{'name': 'lnahioujzzjdm', 'phone': '7121510938', 'price': 2000}"
city-8,area-4,"{'name': 'xjhapzjli', 'phone': '5053909084', 'price': 1000}"
city-8,area-4,"{'name': 'pnbkyaihnyvcd', 'phone': '8338029252', 'price': 1000}"
city-8,area-5,"{'name': 'jjardlnhwukgzs', 'phone': '3160127667', 'price': 1000}"
city-8,area-5,"{'name': 'sfqcdmmwll', 'phone': '2646487609', 'price': 2500}"
city-8,area-5,"{'name': 'ltcmhzwkxpwn', 'phone': '3518964733', 'price': 1500}"
city-8,area-5,"{'name': 'zrzntfpi', 'phone': '3924008278', 'price': 1000}"
city-8,area-5,"{'name': 'pnmhymffba', 'phone': '8738685391', 'price': 1000}"
city-8,area-5,"{'name': 'fefyaeismgd', 'phone': '4098570331', 'price': 2000}"
city-8,area-5,"{'name': 'bdcbruflao', 'phone': '8451473708', 'price': 2000}"
city-8,area-6,"{'name': 'zzpbxxl', 'phone': '4716255323', 'price': 2500}"
city-8,area-6,"{'name': 'htcsuxhfkw', 'phone': '2245445278', 'price': 2000}"
city-8,area-6,"{'name': 'fjzkchyfukdd', 'phone': '5477825190', 'price': 1000}"
city-8,area-6,"{'name': 'yzextgooo', 'phone': '7363618804', 'price': 1000}"
city-8,area-6,"{'name': 'iepnwtaxisyhwy', 'phone': '3369710348', 'price': 1500}"
city-8,area-6,"{'name': 'rkptmnoe', 'phone': '5177330182', 'price': 1000}"
city-8,area-6,"{'name': 'rxmyuxsh', 'phone': '3486488436', 'price': 2500}"
city-8,area-6,"{'name': 'ueneijqaylzyk', 'phone': '4673961762', 'price': 1500}"
city-8,area-7,"{'name': 'xbjvnqavbnvo', 'phone': '2983056988', 'price': 1500}"
city-8,area-8,"{'name': 'ahntzsycng', 'phone': '1796306385', 'price': 2000}"
city-8,area-8,"{'name': 'bbfafdfy', 'phone': '7248476627', 'price': 2500}"
city-8,area-8,"{'name': 'ogbsnushtc', 'phone': '3232914112', 'price': 1500}"
city-8,area-8,"{'name': 'vmwltqgiirwhg', 'phone': '8810409575', 'price': 1000}"
city-8,area-8,"{'name': 'jndapkcxeocdhd', 'phone': '2159473336', 'price': 2500}"
city-8,area-8,"{'name': 'mbwagpgdiiqjc', 'phone': '3301125838', 'price': 1500}"
city-8,area-8,"{'name': 'rvtuxrgl', 'phone': '5453775918', 'price': 2500}"
city-8,area-8,"{'name': 'rhgtvagn', 'phone': '6218072790', 'price': 2000}"
city-8,area-9,"{'name': 'jxabjum', 'phone': '7971128295', 'price': 1000}"
city-8,area-9,"{'name': 'kmnsbmhgo', 'phone': '1912340298', 'price': 1500}"
city-8,area-9,"{'name': 'bgbgvca', 'phone': '4100705372', 'price': 2500}"
city-8,area-9,"{'name': 'oejjfzvbt', 'phone': '8675393651', 'price': 2000}"
city-8,area-9,"{'name': 'eqlcjuad', 'phone': '8778002689', 'price': 2000}"
city-8,area-9,"{'name': 'ntzsgecrcpbkm', 'phone': '3278643004', 'price': 2000}"
city-8,area-9,"{'name': 'sovtgia', 'phone': '8152276582', 'price': 2000}"
city-8,area-9,"{'name': 'arqotjgvjchs', 'phone': '6583147129', 'price': 2000}"
city-8,area-9,"{'name': 'pnzifojehwf', 'phone': '7671685461', 'price': 1500}"
city-8,area-9,"{'name': 'jzdqajdwgdvtbt', 'phone': '7203504784', 'price': 1000}"
city-9,area-0,"{'name': 'aqftlxtoxd', 'phone': '5549872446', 'price': 1000}"
city-9,area-0,"{'name': 'kaumkyuxl', 'phone': '4878397375', 'price': 1500}"
city-9,area-0,"{'name': 'lrcqlrfzoamh', 'phone': '4812793401', 'price': 1500}"
city-9,area-0,"{'name': 'lmiwcjcesxdy', 'phone': '3768607088', 'price': 2500}"
city-9,area-0,"{'name': 'fwttrqyyb', 'phone': '4356275815', 'price': 2500}"
city-9,area-0,"{'name': 'snpnoemddfgycw', 'phone': '1391493073', 'price': 2500}"
city-9,area-0,"{'name': 'auzfcdmbypnaqq', 'phone': '9327022462', 'price': 1000}"
city-9,area-0,"{'name': 'aixesuvkh', 'phone': '7078063675', 'price': 1500}"
city-9,area-0,"{'name': 'mpskgwxbggr', 'phone': '7447134509', 'price': 1000}"
city-9,area-1,"{'name': 'harddaaapwulli', 'phone': '8703166516', 'price': 1000}"
city-9,area-1,"{'name': 'owkdqulnvocar', 'phone': '6485970813', 'price': 1000}"
city-9,area-1,"{'name': 'ctcggtnmp', 'phone': '4484906486', 'price': 1000}"
city-9,area-1,"{'name': 'rlgaorjtjj', 'phone': '9990533312', 'price': 2500}"
city-9,area-1,"{'name': 'zjwqwonveo', 'phone': '1501165865', 'price': 1000}"
city-9,area-1,"{'name': 'xmvpnklag', 'phone': '1289971486', 'price': 2500}"
city-9,area-1,"{'name': 'moiwguanszjssy', 'phone': '6812672623', 'price': 2000}"
city-9,area-1,"{'name': 'isdqyvv', 'phone': '3649000948', 'price': 1000}"
city-9,area-1,"{'name': 'ceidmehpexlny', 'phone': '6658320966', 'price': 2000}"
city-9,area-2,"{'name': 'hsynawrldd', 'phone': '7232439024', 'price': 2000}"
city-9,area-2,"{'name': 'xdshcyaopvxi', 'phone': '2622425006', 'price': 2500}"
city-9,area-2,"{'name': 'obegbjzxzzqyt', 'phone': '1004176101', 'price': 1000}"
city-9,area-2,"{'name': 'xzmsvsn', 'phone': '9455218859', 'price': 2500}"
city-9,area-2,"{'name': 'cahxmnewdbe', 'phone': '2403506633', 'price': 1000}"
city-9,area-2,"{'name': 'spmiknjwnlpwty', 'phone': '9006663488', 'price': 2000}"
city-9,area-2,"{'name': 'gxamnpudts', 'phone': '2757034517', 'price': 2000}"
city-9,area-2,"{'name': 'jinjixwcpc', 'phone': '6972513357', 'price': 2000}"
city-9,area-3,"{'name': 'usykpkqcmzvgp', 'phone': '5679471168', 'price': 1000}"
city-9,area-3,"{'name': 'jyihrqsp', 'phone': '8118239202', 'price': 1500}"
city-9,area-3,"{'name': 'cqdlgkoxazgo', 'phone': '2851112436', 'price': 2000}"
city-9,area-3,"{'name': 'rwwmwyqdo', 'phone': '7546989697', 'price': 1000}"
city-9,area-3,"{'name': 'bvblgqifnrwz', 'phone': '7179762413', 'price': 1500}"
city-9,area-3,"{'name': 'giygnkxzquk', 'phone': '4621889187', 'price': 2000}"
city-9,area-3,"{'name': 'pkgjizrinllg', 'phone': '8555059563', 'price': 2000}"
city-9,area-4,"{'name': 'bymggquy', 'phone': '8605744625', 'price': 2500}"
city-9,area-4,"{'name': 'qmevdpjskxdd', 'phone': '7329278415', 'price': 2500}"
city-9,area-4,"{'name': 'jszdzck', 'phone': '7879993281', 'price': 1000}"
city-9,area-5,"{'name': 'fozikxjetmmtc', 'phone': '5625134257', 'price': 1000}"
city-9,area-6,"{'name': 'kljxhqvupjhgej', 'phone': '4370441984', 'price': 1000}"
city-9,area-6,"{'name': 'fbpnbbrzdm', 'phone': '6474619850', 'price': 1500}"
city-9,area-6,"{'name': 'phuaiyppjb', 'phone': '1932038052', 'price': 1500}"
city-9,area-6,"{'name': 'oubllxdn', 'phone': '6389505610', 'price': 1000}"
city-9,area-6,"{'name': 'oaubvclnkzjb', 'phone': '5145302806', 'price': 1000}"
city-9,area-6,"{'name': 'bosnlpmqndbjyc', 'phone': '8877573997', 'price': 1500}"
city-9,area-6,"{'name': 'noaosddjwvfvx', 'phone': '3795421093', 'price': 2000}"
city-9,area-7,"{'name': 'tqsnopidrk', 'phone': '9862326705', 'price': 1500}"
city-9,area-7,"{'name': 'ejtbaegy', 'phone': '5151660051', 'price': 1000}"
city-9,area-7,"{'name': 'nsnfvtkytjhay', 'phone': '1402908691', 'price': 1500}"
city-9,area-7,"{'name': 'bjwvylypnkp', 'phone': '5103337974', 'price': 2000}"
city-9,area-7,"{'name': 'dfoglcs', 'phone': '8098934844', 'price': 2500}"
city-9,area-7,"{'name': 'ojdczorb', 'phone': '7775823157', 'price': 2000}"
city-9,area-7,"{'name': 'sstwsrr', 'phone': '3130631023', 'price': 2000}"
city-9,area-8,"{'name': 'edkfguajwfdyd', 'phone': '6430518355', 'price': 1000}"
city-9,area-8,"{'name': 'vtfwukaaza', 'phone': '3887882432', 'price': 2000}"
city-9,area-8,"{'name': 'vmsujviizbflu', 'phone': '9209782057', 'price': 2500}"
city-9,area-8,"{'name': 'cpaumis', 'phone': '3017079146', 'price': 1500}"
city-9,area-8,"{'name': 'dltjehdri', 'phone': '3803122031', 'price': 2000}"
city-9,area-8,"{'name': 'xrfywnb', 'phone': '5692200296', 'price': 2500}"
city-9,area-8,"{'name': 'ypoydawmquv', 'phone': '1123897338', 'price': 2500}"
city-9,area-8,"{'name': 'cjucvfqudg', 'phone': '2385195380', 'price': 1500}"
city-9,area-8,"{'name': 'ixqpugobpbfzq', 'phone': '1979221930', 'price': 2500}"
city-9,area-9,"{'name': 'mpimmckicthlsv', 'phone': '3829387814', 'price': 2500}"
city-9,area-9,"{'name': 'qbwevbyrrpir', 'phone': '3314595299', 'price': 1500}"
city-9,area-9,"{'name': 'mwxjtroqbms', 'phone': '9244443819', 'price': 2000}"
city-9,area-9,"{'name': 'ffuronzkp', 'phone': '7449381332', 'price': 1500}"
city-9,area-9,"{'name': 'uonraigc', 'phone': '5430335822', 'price': 2500}"
city-9,area-9,"{'name': 'ktxnbfarfr', 'phone': '1944458117', 'price': 1500}"
city-9,area-9,"{'name': 'unetcryvl', 'phone': '4319810710', 'price': 1000}"
city-9,area-9,"{'name': 'adjgtssszppy', 'phone': '7176729540', 'price': 1500}"
city-9,area-9,"{'name': 'ipkgtkyn', 'phone': '8571019976', 'price': 1000}"
city-10,area-0,"{'name': 'qscplez', 'phone': '2243285079', 'price': 1500}"
city-10,area-0,"{'name': 'ocblhfip', 'phone': '4252549920', 'price': 1500}"
city-10,area-0,"{'name': 'gdgabnmutrfsnl', 'phone': '6001784292', 'price': 1500}"
city-10,area-0,"{'name': 'siudjkknchjm', 'phone': '7390307776', 'price': 1000}"
city-10,area-0,"{'name': 'medjdjvlp', 'phone': '8143583586', 'price': 1500}"
city-10,area-0,"{'name': 'ywjqrru', 'phone': '4504530220', 'price': 1500}"
city-10,area-0,"{'name': 'kxtystcchlrbb', 'phone': '2103018298', 'price': 2500}"
city-10,area-1,"{'name': 'pfofzscnxnfjgv', 'phone': '1696606034', 'price': 2500}"
city-10,area-1,"{'name': 'oeutjuln', 'phone': '9836306889', 'price': 1500}"
city-10,area-1,"{'name': 'tjgynecsj', 'phone': '3884294929', 'price': 2000}"
city-10,area-1,"{'name': 'iqofufya', 'phone': '4432272312', 'price': 1000}"
city-10,area-1,"{'name': 'hdevqkdrqekmz', 'phone': '6131994911', 'price': 1500}"
city-10,area-1,"{'name': 'ozxvywifcvjm', 'phone': '5199646934', 'price': 2500}"
city-10,area-1,"{'name': 'lsicvtuuq', 'phone': '1786152959', 'price': 1000}"
city-10,area-1,"{'name': 'zssrjjc', 'phone': '1495455668', 'price': 2000}"
city-10,area-2,"{'name': 'tfouvwicw', 'phone': '2966783634', 'price': 1500}"
city-10,area-2,"{'name': 'embkmfyxaww', 'phone': '9430431009', 'price': 2500}"
city-10,area-2,"{'name': 'cvbksjr', 'phone': '9106251868', 'price': 1500}"
city-10,area-2,"{'name': 'fscwppavchor', 'phone': '8006171668', 'price': 1500}"
city-10,area-2,"{'name': 'hubcjhgrvypaud', 'phone': '3564745266', 'price': 1000}"
city-10,area-2,"{'name': 'loahcquubiy', 'phone': '2586983966', 'price': 1000}"
city-10,area-3,"{'name': 'pdxompgtyu', 'phone': '1717195396', 'price': 2000}"
city-10,area-4,"{'name': 'kpfcnegqomnyn', 'phone': '8872494588', 'price': 1500}"
city-10,area-4,"{'name': 'nqbhydeq', 'phone': '5343815012', 'price': 2500}"
city-10,area-4,"{'name': 'qpxnxvtsruj', 'phone': '2004241232', 'price': 2500}"
city-10,area-4,"{'name': 'euhoarpkshr', 'phone': '3693844083', 'price': 2000}"
city-10,area-4,"{'name': 'bdwpvkhvhxzw', 'phone': '2518137207', 'price': 2500}"
city-10,area-4,"{'name': 'safstvmabbke', 'phone': '8394090792', 'price': 2000}"
city-10,area-5,"{'name': 'pjkiyqcnyftfjf', 'phone': '9306290249', 'price': 2000}"
city-10,area-5,"{'name': 'pdjpourwaayih', 'phone': '9933615227', 'price': 2000}"
city-10,area-5,"{'name': 'nueovroelw', 'phone': '2289306861', 'price': 2000}"
city-10,area-5,"{'name': 'foqmmdybyhlc', 'phone': '3370136649', 'price': 1000}"
city-10,area-5,"{'name': 'jbmhzcbjdvaqx', 'phone': '1899600899', 'price': 1500}"
city-10,area-5,"{'name': 'ltgezli', 'phone': '6625143386', 'price': 1500}"
city-10,area-5,"{'name': 'kayxaxlupde', 'phone': '4857437564', 'price': 1000}"
city-10,area-5,"{'name': 'wwfenltyupcan', 'phone': '1286407365', 'price': 2000}"
city-10,area-5,"{'name': 'wcirbxpntexkcy', 'phone': '3974960185', 'price': 1500}"
city-10,area-6,"{'name': 'hcsjthkggqef', 'phone': '2565842203', 'price': 2000}"
city-10,area-6,"{'name': 'utdlhdjk', 'phone': '2392782624', 'price': 2500}"
city-10,area-6,"{'name': 'qhhkhyemfkvd', 'phone': '7383378587', 'price': 1500}"
city-10,area-7,"{'name': 'fowyjfvb', 'phone': '7805564912', 'price': 2500}"
city-10,area-7,"{'name': 'rnyomli', 'phone': '8159885961', 'price': 1000}"
city-10,area-7,"{'name': 'tnygmcvbufwein', 'phone': '8146097590', 'price': 1000}"
city-10,area-7,"{'name': 'elrtcfkhgd', 'phone': '3611977072', 'price': 2000}"
city-10,area-7,"{'name': 'appupnmekpokk', 'phone': '7106596154', 'price': 2000}"
city-10,area-7,"{'name': 'jnidmtimrlz', 'phone': '4609183747', 'price': 1500}"
city-10,area-7,"{'name': 'qcfyphwqhcxwcb', 'phone': '6090448175', 'price': 2000}"
city-10,area-7,"{'name': 'rcpynopgvquef', 'phone': '2166384037', 'price': 1000}"
city-10,area-7,"{'name': 'luvxqfsaityp', 'phone': '8449806746', 'price': 1000}"
city-10,area-8,"{'name': 'fcarwhyfajp', 'phone': '1042947318', 'price': 2000}"
city-10,area-8,"{'name': 'pbomnoz', 'phone': '6842507900', 'price': 2500}"
city-10,area-8,"{'name': 'xyovwmy', 'phone': '1682830310', 'price': 2000}"
city-10,area-8,"{'name': 'dorigswsqvnyn', 'phone': '6129419789', 'price': 2500}"
city-10,area-8,"{'name': 'buvtbipn', 'phone': '5983602958', 'price': 1000}"
city-10,area-8,"{'name': 'tfdiglv', 'phone': '7902092796', 'price': 2500}"
city-10,area-8,"{'name': 'ktxcerpkaeiu', 'phone': '4741356733', 'price': 2500}"
city-10,area-9,"{'name': 'emntlkpqjhb', 'phone': '3383142713', 'price': 2000}"
city-10,area-9,"{'name': 'etizytchslx', 'phone': '2792153035', 'price': 2500}"
city-10,area-9,"{'name': 'itumcubqoz', 'phone': '3787154956', 'price': 2000}"
city-10,area-9,"{'name': 'qmwzqzfpiilnl', 'phone': '7228320460', 'price': 1500}"
city-11,area-0,"{'name': 'aixzsgmn', 'phone': '5439416721', 'price': 1500}"
city-11,area-0,"{'name': 'hmiiwzfqegtyjc', 'phone': '4310705827', 'price': 2500}"
city-11,area-0,"{'name': 'agahqgsqjzbvn', 'phone': '3265628240', 'price': 2500}"
city-11,area-0,"{'name': 'shczevltfsn', 'phone': '3918754660', 'price': 1000}"
city-11,area-1,"{'name': 'mdkblqdgayuuhu', 'phone': '5270237561', 'price': 2000}"
city-11,area-1,"{'name': 'kdxljwxqiawp', 'phone': '5222399910', 'price': 1000}"
